"sg"	"sr"	"n"	"pvalue"	"qvalue"	"overlapVector"
"DNA_DEPENDENT_DNA_REPLICATION"	119	30	0	0.449545467403961	0.528311980923459	""
"CELL_CYCLE_PHASE"	119	78	1	0.456089515760627	0.533721773762436	"PTPRC"
"TRANSPORT"	119	226	4	0.45930245835979	0.536720294825534	"CCL5 CCL8 CD14 ELMO1"
"TRANSCRIPTION_INITIATION"	119	31	0	0.460419320222509	0.536126943096076	""
"ANATOMICAL_STRUCTURE_FORMATION"	119	31	0	0.460419320222509	0.536126943096076	""
"PROTEIN_CATABOLIC_PROCESS"	119	31	0	0.460419320222509	0.536126943096076	""
"CELLULAR_MACROMOLECULE_CATABOLIC_PROCESS"	119	31	0	0.460419320222509	0.536126943096076	""
"ESTABLISHMENT_OF_CELLULAR_LOCALIZATION"	119	128	2	0.462968089408282	0.537199259861931	"CCL5 CCL8"
"NEGATIVE_REGULATION_OF_GROWTH"	119	32	0	0.47108013723953	0.545078700171967	""
"DNA_DAMAGE_RESPONSESIGNAL_TRANSDUCTION"	119	32	0	0.47108013723953	0.545078700171967	""
"INTERPHASE_OF_MITOTIC_CELL_CYCLE"	119	32	0	0.47108013723953	0.545078700171967	""
"BRAIN_DEVELOPMENT"	119	33	0	0.481532057476743	0.554837915388705	""
"CELL_CYCLE_CHECKPOINT_GO_0000075"	119	33	0	0.481532057476743	0.554837915388705	""
"PROTEIN_PROCESSING"	119	33	0	0.481532057476743	0.554837915388705	""
"RESPONSE_TO_RADIATION"	119	34	0	0.491779140213874	0.564673334274804	""
"CELL_CYCLE_ARREST_GO_0007050"	119	34	0	0.491779140213874	0.564673334274804	""
"CELLULAR_COMPONENT_ASSEMBLY"	119	134	2	0.493359820086054	0.565308127181937	"IL2RB LPXN"
"SENSORY_PERCEPTION"	119	84	1	0.494889127320103	0.566273966767108	"C5AR1"
"CELL_CYCLE_PROCESS"	119	85	1	0.501186308343747	0.572685186126858	"PTPRC"
"GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY"	119	35	0	0.501825366511972	0.572226575497411	""
"REGULATION_OF_CELL_GROWTH"	119	35	0	0.501825366511972	0.572226575497411	""
"POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_CASCADE"	119	86	1	0.507433553604541	0.577424388584478	"APOL3"
"NEGATIVE_REGULATION_OF_CELLULAR_PROCESS"	119	444	8	0.512602334636528	0.582502652996054	"IL1B IL2RB IRF8 MAFB PRDM1 PTPRC SIRPG TNFAIP3"
"MITOSIS"	119	37	0	0.521330791880308	0.590793823216008	""
"TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY"	119	37	0	0.521330791880308	0.590793823216008	""
"M_PHASE_OF_MITOTIC_CELL_CYCLE"	119	37	0	0.521330791880308	0.590793823216008	""
"EMBRYONIC_DEVELOPMENT"	119	39	0	0.540078673782489	0.609945114128068	""
"NEURON_DIFFERENTIATION"	119	39	0	0.540078673782489	0.609945114128068	""
"GAMETE_GENERATION"	119	40	0	0.549177699188953	0.618105868800664	""
"PROTEIN_DNA_COMPLEX_ASSEMBLY"	119	40	0	0.549177699188953	0.618105868800664	""
"REGULATION_OF_TRANSPORT"	119	40	0	0.549177699188953	0.618105868800664	""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS"	119	459	8	0.553893791849833	0.621717521464099	"IL1B IL2RB IRF8 MAFB PRDM1 PTPRC SIRPG TNFAIP3"
"NEGATIVE_REGULATION_OF_APOPTOSIS"	119	95	1	0.561343922732054	0.628796654791507	"IL2RB"
"NEGATIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH"	119	95	1	0.561343922732054	0.628796654791507	"IL2RB"
"REGULATION_OF_GROWTH"	119	43	0	0.575417418122626	0.642815666826224	""
"GENERATION_OF_NEURONS"	119	43	0	0.575417418122626	0.642815666826224	""
"M_PHASE"	119	44	0	0.583822895953837	0.650883634002588	""
"ESTABLISHMENT_OF_LOCALIZATION"	119	260	4	0.58475478195564	0.651042773432393	"CCL5 CCL8 CD14 ELMO1"
"NUCLEAR_TRANSPORT"	119	45	0	0.592063341108827	0.6569633576527	""
"PROTEIN_TARGETING"	119	45	0	0.592063341108827	0.6569633576527	""
"RESPONSE_TO_ABIOTIC_STIMULUS"	119	45	0	0.592063341108827	0.6569633576527	""
"NUCLEOCYTOPLASMIC_TRANSPORT"	119	45	0	0.592063341108827	0.6569633576527	""
"DNA_REPLICATION"	119	46	0	0.600141966904808	0.663251336498951	""
"CELL_MIGRATION"	119	46	0	0.600141966904808	0.663251336498951	""
"CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS"	119	103	1	0.60566147804572	0.668008983138662	"ELMO1"
"NEUROGENESIS"	119	47	0	0.608061924617579	0.6697611319219	""
"CHROMATIN_MODIFICATION"	119	48	0	0.61582630466927	0.677408935136197	""
"CELL_CYCLE_GO_0007049"	119	161	2	0.618418570997365	0.679354621934522	"CCND2 PTPRC"
"NEGATIVE_REGULATION_OF_CELL_CYCLE"	119	49	0	0.623438137793539	0.683958063403815	""
"REPRODUCTION"	119	107	1	0.626530922491793	0.686438261694196	"CD4"
"REGULATION_OF_GENE_EXPRESSION"	119	598	10	0.638440329515147	0.698558715981427	"HCLS1 IL2RB IRF8 LTB NLRC3 PRDM1 PRKCQ TBX21 TLR1 TLR8"
"PROTEOLYSIS"	119	52	0	0.64538779146438	0.705225070143196	""
"BIOPOLYMER_CATABOLIC_PROCESS"	119	53	0	0.652418590000824	0.71149416622694	""
"GROWTH"	119	53	0	0.652418590000824	0.71149416622694	""
"INTRACELLULAR_PROTEIN_TRANSPORT"	119	55	0	0.666068134946656	0.724464352446923	""
"MACROMOLECULE_CATABOLIC_PROCESS"	119	55	0	0.666068134946656	0.724464352446923	""
"SYSTEM_PROCESS"	119	230	3	0.668676730450616	0.725866187660208	"C3AR1 C5AR1 CXCL10"
"RESPONSE_TO_ENDOGENOUS_STIMULUS"	119	117	1	0.674975873788827	0.731741256078558	"HCLS1"
"CELLULAR_CATABOLIC_PROCESS"	119	59	0	0.691792696816252	0.748988156001848	""
"NEGATIVE_REGULATION_OF_TRANSCRIPTION"	119	183	2	0.703873578976664	0.761069072943313	"IRF8 PRDM1"
"ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY"	119	124	1	0.705791985261418	0.762144486702447	"LCP2"
"REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION_AND_BIOGENESIS"	119	62	0	0.709787361319825	0.764457667217827	""
"CELLULAR_LIPID_METABOLIC_PROCESS"	119	62	0	0.709787361319825	0.764457667217827	""
"ESTABLISHMENT_AND_OR_MAINTENANCE_OF_CHROMATIN_ARCHITECTURE"	119	62	0	0.709787361319825	0.764457667217827	""
"DNA_REPAIR"	119	63	0	0.71555093007866	0.768658225670436	""
"POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER"	119	64	0	0.721200978371206	0.773217423204996	""
"PROTEIN_TRANSPORT"	119	64	0	0.721200978371206	0.773217423204996	""
"CATABOLIC_PROCESS"	119	68	0	0.742709674493967	0.794728250917669	""
"NEGATIVE_REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS"	119	197	2	0.750278912741762	0.801787698202012	"IRF8 PRDM1"
"CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT"	119	71	0	0.75775369155968	0.808728066671068	""
"REGULATION_OF_CELLULAR_METABOLIC_PROCESS"	119	660	10	0.763394272504909	0.813695445499418	"CCND2 HCLS1 IRF8 LTB NLRC3 PRDM1 PRKCQ TBX21 TLR1 TLR8"
"REPRODUCTIVE_PROCESS"	119	74	0	0.771925031482596	0.821196842002761	""
"MITOTIC_CELL_CYCLE"	119	74	0	0.771925031482596	0.821196842002761	""
"REGULATION_OF_METABOLIC_PROCESS"	119	669	10	0.778837811718331	0.826951344488575	"CCND2 HCLS1 IRF8 LTB NLRC3 PRDM1 PRKCQ TBX21 TLR1 TLR8"
"ESTABLISHMENT_OF_PROTEIN_LOCALIZATION"	119	80	0	0.797847686437948	0.846046711197053	""
"CHROMOSOME_ORGANIZATION_AND_BIOGENESIS"	119	81	0	0.801874490139636	0.849225230250577	""
"ANATOMICAL_STRUCTURE_MORPHOGENESIS"	119	216	2	0.80383071834925	0.850205567484784	"FLI1 ITGAX"
"LIPID_METABOLIC_PROCESS"	119	82	0	0.805821742052139	0.851220150055077	""
"SYNAPTIC_TRANSMISSION"	119	83	0	0.809691000708502	0.854213651642601	""
"NEGATIVE_REGULATION_OF_CELLULAR_METABOLIC_PROCESS"	119	222	2	0.818630547980215	0.862541765113253	"IRF8 PRDM1"
"NEGATIVE_REGULATION_OF_METABOLIC_PROCESS"	119	225	2	0.825672290947403	0.868851581672969	"IRF8 PRDM1"
"PROTEIN_LOCALIZATION"	119	90	0	0.834716703193857	0.876691636072479	""
"TRANSMISSION_OF_NERVE_IMPULSE"	119	90	0	0.834716703193857	0.876691636072479	""
"INTRACELLULAR_TRANSPORT"	119	94	0	0.847521858129187	0.887316666188553	""
"MACROMOLECULE_LOCALIZATION"	119	94	0	0.847521858129187	0.887316666188553	""
"RESPONSE_TO_DNA_DAMAGE_STIMULUS"	119	94	0	0.847521858129187	0.887316666188553	""
"NEUROLOGICAL_SYSTEM_PROCESS"	119	172	1	0.857566782253098	0.895560247289627	"C5AR1"
"POSITIVE_REGULATION_OF_TRANSCRIPTIONDNA_DEPENDENT"	119	117	0	0.904198389706067	0.943064060060058	""
"POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS"	119	118	0	0.906118617367341	0.943873559757646	""
"REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER"	119	277	2	0.915343543672056	0.95228048364369	"IRF8 PRDM1"
"DNA_METABOLIC_PROCESS"	119	128	0	0.923340890935279	0.959390724208571	""
"REGULATION_OF_TRANSCRIPTION"	119	550	6	0.925199266593601	0.960112446465058	"HCLS1 IRF8 NLRC3 PRDM1 PRKCQ TBX21"
"TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER"	119	425	4	0.928238827147329	0.962056573362496	"IRF1 IRF8 POU2F2 PRDM1"
"TRANSCRIPTION"	119	696	8	0.940830118066274	0.973883120959443	"HCLS1 IRF1 IRF8 NLRC3 POU2F2 PRDM1 PRKCQ TBX21"
"POSITIVE_REGULATION_OF_TRANSCRIPTION"	119	141	0	0.941126645140913	0.972969275991546	""
"REGULATION_OF_TRANSCRIPTIONDNA_DEPENDENT"	119	447	4	0.945790856297613	0.976567529969375	"HCLS1 IRF8 PRDM1 TBX21"
"ORGANELLE_ORGANIZATION_AND_BIOGENESIS"	119	231	1	0.945803161667637	0.975359510469751	"ELMO1"
"REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS"	119	581	6	0.947579878772964	0.975971785253053	"HCLS1 IRF8 NLRC3 PRDM1 PRKCQ TBX21"
"REGULATION_OF_RNA_METABOLIC_PROCESS"	119	451	4	0.948535550095453	0.975737941182979	"HCLS1 IRF8 PRDM1 TBX21"
"POSITIVE_REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS"	119	150	0	0.950976994579298	0.977031158814347	""
"TRANSCRIPTION_DNA_DEPENDENT"	119	589	6	0.952303368707033	0.976569644727536	"HCLS1 IRF1 IRF8 POU2F2 PRDM1 TBX21"
"RNA_BIOSYNTHETIC_PROCESS"	119	589	6	0.952303368707033	0.976569644727536	"HCLS1 IRF1 IRF8 POU2F2 PRDM1 TBX21"
"BIOPOLYMER_METABOLIC_PROCESS"	119	1021	13	0.95324415150986	0.97571516748838	"BTK CCND2 HCLS1 IRF1 IRF8 LCK MAP4K1 POU2F2 PRDM1 PRKCB PTPRC STK10 TBX21"
"RNA_METABOLIC_PROCESS"	119	621	6	0.967649042409749	0.989232292426323	"HCLS1 IRF1 IRF8 POU2F2 PRDM1 TBX21"
"NERVOUS_SYSTEM_DEVELOPMENT"	119	188	0	0.977442125995208	0.998007121220355	""
"NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS"	119	833	8	0.988127867428556	1	"HCLS1 IRF1 IRF8 NLRC3 POU2F2 PRDM1 PRKCQ TBX21"
"TRNA_PROCESSING"	119	0	0	1	1	""
"AMINO_SUGAR_METABOLIC_PROCESS"	119	0	0	1	1	""
"ISOPRENOID_METABOLIC_PROCESS"	119	0	0	1	1	""
"PURINE_NUCLEOTIDE_METABOLIC_PROCESS"	119	0	0	1	1	""
"MONOCARBOXYLIC_ACID_TRANSPORT"	119	0	0	1	1	""
"PHOTORECEPTOR_CELL_MAINTENANCE"	119	0	0	1	1	""
"N_ACETYLGLUCOSAMINE_METABOLIC_PROCESS"	119	0	0	1	1	""
"PURINE_RIBONUCLEOTIDE_METABOLIC_PROCESS"	119	0	0	1	1	""
"NEUTRAL_AMINO_ACID_TRANSPORT"	119	0	0	1	1	""
"PYRIMIDINE_NUCLEOTIDE_METABOLIC_PROCESS"	119	0	0	1	1	""
"RNA_3END_PROCESSING"	119	0	0	1	1	""
"RIBONUCLEOTIDE_METABOLIC_PROCESS"	119	0	0	1	1	""
"NUCLEOTIDE_SUGAR_METABOLIC_PROCESS"	119	0	0	1	1	""
"TRANSITION_METAL_ION_TRANSPORT"	119	0	0	1	1	""
"TRIACYLGLYCEROL_METABOLIC_PROCESS"	119	0	0	1	1	""
"GLUCOSAMINE_METABOLIC_PROCESS"	119	0	0	1	1	""
