"sg"	"sr"	"n"	"pvalue"	"qvalue"	"overlapVector"
"RNA_BIOSYNTHETIC_PROCESS"	90	589	8	0.517759122807636	0.57451415778924	"ARID5A ELL HCLS1 HIC1 NFATC1 SPI1 SPIB TBX21"
"POSITIVE_REGULATION_OF_TRANSCRIPTIONDNA_DEPENDENT"	90	117	1	0.522743880168611	0.578489203405908	"SPI1"
"RESPONSE_TO_ENDOGENOUS_STIMULUS"	90	117	1	0.522743880168611	0.578489203405908	"HCLS1"
"POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS"	90	118	1	0.527343712147031	0.582407714218608	"SPI1"
"POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION"	90	121	1	0.540965865299902	0.596653527904304	"HCLS1"
"PROTEOLYSIS"	90	52	0	0.542587918059089	0.597643567955606	""
"ESTABLISHMENT_OF_LOCALIZATION"	90	260	3	0.544871394084058	0.599358533492464	"CCL5 ELMO1 P2RX1"
"BIOPOLYMER_CATABOLIC_PROCESS"	90	53	0	0.549446812989893	0.6031851240408	""
"GROWTH"	90	53	0	0.549446812989893	0.6031851240408	""
"NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS"	90	123	1	0.549898158323005	0.602478061907675	"IL2RB"
"INTRACELLULAR_PROTEIN_TRANSPORT"	90	55	0	0.562860924830779	0.615454291564471	""
"MACROMOLECULE_CATABOLIC_PROCESS"	90	55	0	0.562860924830779	0.615454291564471	""
"NEGATIVE_REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS"	90	197	2	0.565725484971325	0.617359160186962	"ARID5A SPI1"
"ESTABLISHMENT_OF_CELLULAR_LOCALIZATION"	90	128	1	0.571700600607851	0.62305547622388	"CCL5"
"NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY"	90	57	0	0.575879971050709	0.626782290391602	""
"RESPONSE_TO_STRESS"	90	273	3	0.584074338081977	0.634863410958671	"CCL5 CCR7 MAP4K1"
"RNA_METABOLIC_PROCESS"	90	621	8	0.584243952819981	0.634212185626953	"ARID5A ELL HCLS1 HIC1 NFATC1 SPI1 SPIB TBX21"
"CELLULAR_CATABOLIC_PROCESS"	90	59	0	0.588515460004116	0.638009532855974	""
"TRANSCRIPTION"	90	696	9	0.595821895441038	0.645082760812147	"ARID5A ELL HCLS1 HIC1 NFATC1 PRKCQ SPI1 SPIB TBX21"
"REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION_AND_BIOGENESIS"	90	62	0	0.606773884511753	0.655220490474078	""
"G_PROTEIN_SIGNALING_COUPLED_TO_CAMP_NUCLEOTIDE_SECOND_MESSENGER"	90	62	0	0.606773884511753	0.655220490474078	""
"ESTABLISHMENT_AND_OR_MAINTENANCE_OF_CHROMATIN_ARCHITECTURE"	90	62	0	0.606773884511753	0.655220490474078	""
"DNA_REPAIR"	90	63	0	0.612680151266416	0.659440475922757	""
"CAMP_MEDIATED_SIGNALING"	90	63	0	0.612680151266416	0.659440475922757	""
"POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER"	90	64	0	0.618498676785699	0.663970602925441	""
"PROTEIN_TRANSPORT"	90	64	0	0.618498676785699	0.663970602925441	""
"POSITIVE_REGULATION_OF_TRANSCRIPTION"	90	141	1	0.624810757507887	0.669440097329878	"SPI1"
"ANATOMICAL_STRUCTURE_MORPHOGENESIS"	90	216	2	0.628844353899892	0.672887927324787	"ITGAX SPN"
"CELL_DEVELOPMENT"	90	362	4	0.632239320599072	0.67564435167647	"BTK CD2 IL2RB LCK"
"CATABOLIC_PROCESS"	90	68	0	0.640920867638414	0.684035854853417	""
"NEGATIVE_REGULATION_OF_CELLULAR_METABOLIC_PROCESS"	90	222	2	0.647444752239117	0.69010584056495	"ARID5A SPI1"
"NEGATIVE_REGULATION_OF_METABOLIC_PROCESS"	90	225	2	0.656499476420188	0.698854281350523	"ARID5A SPI1"
"CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT"	90	71	0	0.656877552696605	0.698355645585953	""
"POSITIVE_REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS"	90	150	1	0.658551058039113	0.699233748883228	"SPI1"
"REPRODUCTIVE_PROCESS"	90	74	0	0.672132688967525	0.712279342836491	""
"MITOTIC_CELL_CYCLE"	90	74	0	0.672132688967525	0.712279342836491	""
"ORGANELLE_ORGANIZATION_AND_BIOGENESIS"	90	231	2	0.674115326223901	0.71300659504451	"ELMO1 PREX1"
"BIOPOLYMER_METABOLIC_PROCESS"	90	1021	13	0.674238813403052	0.712224098665196	"ARID5A BTK ELL HCLS1 HIC1 LCK MAP4K1 NFATC1 PRKCB SPI1 SPIB STK10 TBX21"
"TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY"	90	77	0	0.686716789180548	0.72447743104086	""
"CELL_CYCLE_PHASE"	90	78	0	0.691434120446025	0.728522540699834	""
"CELL_CYCLE_GO_0007049"	90	161	1	0.696489449715174	0.732913005121197	"GAS7"
"ESTABLISHMENT_OF_PROTEIN_LOCALIZATION"	90	80	0	0.700659053393017	0.736361425540432	""
"CHROMOSOME_ORGANIZATION_AND_BIOGENESIS"	90	81	0	0.70516870943497	0.740157996544339	""
"SYNAPTIC_TRANSMISSION"	90	83	0	0.71398742484062	0.748462040017168	""
"SENSORY_PERCEPTION"	90	84	0	0.718298450090049	0.752025661579049	""
"CELL_CYCLE_PROCESS"	90	85	0	0.722545207123867	0.755513049274006	""
"POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_CASCADE"	90	86	0	0.726728643437966	0.758925482071293	""
"PROTEIN_LOCALIZATION"	90	90	0	0.742847652143205	0.774288456118943	""
"TRANSMISSION_OF_NERVE_IMPULSE"	90	90	0	0.742847652143205	0.774288456118943	""
"REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_CASCADE"	90	92	0	0.750550870467693	0.780837916943061	""
"INTRACELLULAR_TRANSPORT"	90	94	0	0.758025820144169	0.786630568074138	""
"MACROMOLECULE_LOCALIZATION"	90	94	0	0.758025820144169	0.786630568074138	""
"RESPONSE_TO_DNA_DAMAGE_STIMULUS"	90	94	0	0.758025820144169	0.786630568074138	""
"TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER"	90	425	4	0.767397165933658	0.794357166744377	"ELL NFATC1 SPI1 SPIB"
"G_PROTEIN_SIGNALING_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER"	90	97	0	0.768824823207969	0.794837693166133	""
"CYCLIC_NUCLEOTIDE_MEDIATED_SIGNALING"	90	99	0	0.775757949452239	0.801001637419396	""
"REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER"	90	277	2	0.787643853743959	0.812257724173457	"SPI1 SPIB"
"NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS"	90	833	9	0.811125082439572	0.835428455696189	"ARID5A ELL HCLS1 HIC1 NFATC1 PRKCQ SPI1 SPIB TBX21"
"I_KAPPAB_KINASE_NF_KAPPAB_CASCADE"	90	112	0	0.816070707790218	0.839474231829089	""
"REGULATION_OF_SIGNAL_TRANSDUCTION"	90	213	1	0.831650535112472	0.854435481279937	"HCLS1"
"G_PROTEIN_COUPLED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY"	90	307	2	0.842697760525372	0.864708522927154	"PLCB2 S1PR4"
"ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY"	90	124	0	0.846878330779038	0.867918786202119	""
"DNA_METABOLIC_PROCESS"	90	128	0	0.855966837918305	0.876144716231516	""
"NEUROLOGICAL_SYSTEM_PROCESS"	90	172	0	0.926726316396268	0.94739679185492	""
"NERVOUS_SYSTEM_DEVELOPMENT"	90	188	0	0.942764348042997	0.962599736553803	""
"SYSTEM_PROCESS"	90	230	0	0.970170640983504	0.989358193833611	""
"TRNA_PROCESSING"	90	0	0	1	1	""
"AMINO_SUGAR_METABOLIC_PROCESS"	90	0	0	1	1	""
"ISOPRENOID_METABOLIC_PROCESS"	90	0	0	1	1	""
"PURINE_NUCLEOTIDE_METABOLIC_PROCESS"	90	0	0	1	1	""
"MONOCARBOXYLIC_ACID_TRANSPORT"	90	0	0	1	1	""
"PHOTORECEPTOR_CELL_MAINTENANCE"	90	0	0	1	1	""
"N_ACETYLGLUCOSAMINE_METABOLIC_PROCESS"	90	0	0	1	1	""
"PURINE_RIBONUCLEOTIDE_METABOLIC_PROCESS"	90	0	0	1	1	""
"NEUTRAL_AMINO_ACID_TRANSPORT"	90	0	0	1	1	""
"PYRIMIDINE_NUCLEOTIDE_METABOLIC_PROCESS"	90	0	0	1	1	""
"RNA_3END_PROCESSING"	90	0	0	1	1	""
"RIBONUCLEOTIDE_METABOLIC_PROCESS"	90	0	0	1	1	""
"NUCLEOTIDE_SUGAR_METABOLIC_PROCESS"	90	0	0	1	1	""
"TRANSITION_METAL_ION_TRANSPORT"	90	0	0	1	1	""
"TRIACYLGLYCEROL_METABOLIC_PROCESS"	90	0	0	1	1	""
"GLUCOSAMINE_METABOLIC_PROCESS"	90	0	0	1	1	""
